shrid2,connected_villages,num_connected_villages,num_connected_roads,road_index
11-24-485-03895-519565,"['11-24-485-03895-519570', '11-24-485-03895-519566']",2,1,[986]
11-24-485-03895-519566,"['11-24-485-03895-519565', '11-24-485-03895-519570']",2,1,[986]
11-24-485-03895-519570,"['11-24-485-03895-519565', '11-24-485-03895-519571', '11-24-485-03895-519583', '11-24-485-03895-519566']",4,2,"[986, 1452]"
11-24-485-03895-519572,"['11-24-485-03895-519573', '11-24-485-03895-519563', '11-24-485-03895-519571']",3,2,"[1881, 1883]"
11-24-485-03895-519573,"['11-24-485-03895-519563', '11-24-485-03895-519572', '11-24-485-03895-519571']",3,1,[1881]
11-24-485-03895-519583,"['11-24-485-03895-519570', '11-24-485-03895-519571']",2,2,"[1452, 2427]"
11-24-485-03895-519588,"['11-24-485-03895-519591', '11-24-485-03895-519589']",2,1,[987]
11-24-485-03895-519589,"['11-24-485-03895-519588', '11-24-485-03895-519591']",2,1,[987]
11-24-485-03896-519606,['11-24-485-03896-519607'],1,1,[1886]
11-24-485-03896-519607,['11-24-485-03896-519606'],1,3,"[1886, 1890, 1891]"
11-24-485-03896-519609,"['11-24-485-03896-519612', '11-24-485-03892-519380']",2,1,[1889]
11-24-485-03896-519612,"['11-24-485-03896-519609', '11-24-485-03892-519380']",2,1,[1889]
11-24-485-03896-519624,['11-24-485-03896-519625'],1,2,"[1885, 1893]"
11-24-485-03896-519625,['11-24-485-03896-519624'],1,1,[1885]
11-24-485-03896-519633,"['11-24-485-03896-519635', '11-24-485-03896-519632']",2,1,[1685]
11-24-485-03896-519635,"['11-24-485-03896-519632', '11-24-485-03896-519633']",2,1,[1685]
11-24-485-03896-519645,['11-24-485-03896-519646'],1,1,[2271]
11-24-485-03896-519654,['11-24-485-03896-519641'],1,1,[1196]
11-24-485-03896-519656,['11-24-485-03896-519657'],1,1,[1053]
11-24-485-03896-519658,[],0,1,[748]
11-24-485-03896-519661,"['11-24-485-03896-519662', '11-24-485-03896-519663']",2,1,[1054]
11-24-485-03896-519662,"['11-24-485-03896-519661', '11-24-485-03896-519663']",2,1,[1054]
11-24-486-03899-519941,['11-24-486-03899-519955'],1,1,[140]
11-24-486-03903-520590,"['11-24-486-03903-520614', '11-24-486-03903-520650', '11-24-486-03903-520641', '11-24-486-03903-520579', '11-24-486-03903-520580', '11-24-486-03903-520623', '11-24-486-03903-520589', '11-24-486-03903-520556', '11-24-486-03903-520672', '11-24-486-03903-520591', '11-24-486-03903-520642', '11-24-486-03903-520615']",12,3,"[202, 1204, 1276]"
11-24-486-03903-520716,"['11-24-486-03903-520707', '11-24-486-03903-520708']",2,1,[2181]
11-24-487-03909-521266,['11-24-487-03909-521272'],1,1,[1130]
11-24-487-03909-521268,['11-24-487-03909-521270'],1,1,[298]
11-24-487-03909-521283,"['11-24-487-03909-521264', '11-24-487-03909-521274']",2,1,[1687]
11-24-487-03909-521339,"['11-24-487-03909-521338', '11-24-487-03909-521340', '11-24-487-03909-521335', '11-24-487-03909-521343', '11-24-487-03909-521337', '11-24-487-03909-521344']",6,2,"[1087, 1967]"
11-24-487-03910-521405,"['11-24-486-03903-520693', '11-24-487-03910-521406']",2,1,[1553]
11-24-487-03910-521409,"['11-24-487-03910-521411', '11-24-487-03910-521410']",2,1,[552]
11-24-487-03910-521413,"['11-24-487-03910-521453', '11-24-487-03910-521452']",2,1,[1562]
11-24-487-03910-521417,"['11-24-487-03910-521416', '11-24-487-03910-521415']",2,2,"[2011, 2012]"
11-24-487-03910-521460,"['11-24-487-03910-521462', '11-24-487-03910-521463', '11-24-487-03910-521459']",3,1,[2013]
11-24-487-03910-521463,"['11-24-487-03910-521460', '11-24-487-03910-521462', '11-24-487-03910-521459']",3,2,"[585, 2013]"
11-24-487-03910-521510,['11-24-487-03910-521493'],1,2,"[1503, 1988]"
11-24-487-03910-521526,['11-24-487-03910-521527'],1,3,"[557, 1555, 2008]"
11-24-487-03910-521537,"['11-24-487-03910-521539', '11-24-487-03910-521538']",2,2,"[2009, 2010]"
11-24-487-03910-521538,"['11-24-487-03910-521537', '11-24-487-03910-521539']",2,1,[2010]
11-24-487-03910-521543,"['11-24-488-03917-522271', '11-24-487-03910-521545', '11-24-487-03910-521544']",3,1,[2014]
11-24-487-03910-521544,"['11-24-488-03917-522271', '11-24-487-03910-521545', '11-24-487-03910-521543']",3,1,[2014]
11-24-487-03910-521545,"['11-24-488-03917-522271', '11-24-487-03910-521544', '11-24-487-03910-521543']",3,1,[2014]
11-24-487-03911-521575,"['11-24-487-03911-521599', '11-24-487-03911-521600', '11-24-487-03911-521559', '11-24-487-03910-521553', '11-24-487-03910-521554', '11-24-487-03911-521740']",6,2,"[184, 1996]"
11-24-487-03911-521600,"['11-24-487-03911-521740', '11-24-487-03911-521575', '11-24-487-03911-521599']",3,2,"[1085, 1996]"
11-24-487-03911-521607,"['11-24-487-03911-521631', '11-24-487-03911-521606', '11-24-487-03911-521630', '11-24-487-03911-521634', '11-24-487-03911-521605', '11-24-487-03911-521632', '11-24-487-03911-521629']",7,1,[2001]
11-24-487-03911-521613,"['11-24-487-03911-521756', '11-24-487-03911-521612', '11-24-487-03911-521623', '11-24-487-03911-521769']",4,2,"[2000, 2005]"
11-24-487-03911-521618,['11-24-487-03911-521591'],1,2,"[1081, 1404]"
11-24-487-03911-521664,['11-24-487-03911-521663'],1,1,[1981]
11-24-487-03911-521669,"['11-24-487-03911-521665', '11-24-487-03911-521666', '11-24-487-03911-521667', '11-24-487-03911-521668', '11-24-487-03911-521699', '11-24-487-03911-521700']",6,1,[1084]
11-24-487-03911-521696,"['11-24-487-03911-521699', '11-24-487-03911-521697', '11-24-487-03911-521695', '11-24-487-03911-521706']",4,1,[2007]
11-24-487-03911-521706,"['11-24-487-03911-521697', '11-24-487-03911-521695', '11-24-487-03911-521717', '11-24-487-03911-521696', '11-24-487-03911-521722', '11-24-487-03911-521699']",6,2,"[1082, 2007]"
11-24-487-03911-521715,"['11-24-487-03911-521714', '11-24-487-03911-521724', '11-24-487-03911-521709', '11-24-487-03911-521713', '11-24-487-03911-521716']",5,1,[1510]
11-24-487-03911-521716,"['11-24-487-03911-521714', '11-24-487-03911-521715', '11-24-487-03911-521724', '11-24-487-03911-521709', '11-24-487-03911-521713']",5,1,[1510]
11-24-487-03912-521790,"['11-24-487-03912-521800', '11-24-487-03912-521791', '11-24-487-03912-521799', '11-24-487-03912-521792']",4,2,"[1262, 2016]"
11-24-487-03912-521799,"['11-24-487-03912-521790', '11-24-487-03912-521800']",2,1,[2016]
11-24-487-03912-521803,[],0,1,[916]
11-24-487-03912-521825,"['11-24-487-03912-521815', '11-24-487-03912-521826']",2,2,"[1264, 2015]"
11-24-487-03912-521826,"['11-24-487-03912-521815', '11-24-487-03912-521825']",2,1,[2015]
11-24-487-03912-521852,"['11-24-487-03912-521855', '11-24-487-03912-521841']",2,1,[2205]
11-24-487-03912-521855,"['11-24-487-03912-521857', '11-24-487-03912-521841', '11-24-487-03912-521856', '11-24-487-03912-521852']",4,2,"[2205, 2352]"
11-24-488-03913-521869,['11-24-488-03913-521871'],1,1,[1397]
11-24-488-03913-521896,"['11-24-488-03913-521887', '11-24-488-03913-521894', '11-24-488-03913-521871', '11-24-488-03913-521911', '11-24-488-03913-521889', '11-24-488-03913-521888']",6,1,[1367]
11-24-488-03913-521899,"['11-24-488-03913-521900', '11-24-488-03913-521908']",2,1,[1364]
11-24-488-03913-521900,"['11-24-488-03913-521899', '11-24-488-03913-521908']",2,1,[1364]
11-24-488-03913-521916,"['11-24-488-03913-521927', '11-24-488-03913-521937', '11-24-488-03913-521935', '11-24-488-03913-521938', '11-24-488-03913-521928', '11-24-488-03913-521929', '11-24-488-03913-521936']",7,1,[1003]
11-24-488-03914-521951,"['11-24-488-03914-521968', '11-24-488-03914-521956', '11-24-488-03914-521953', '11-24-488-03914-521952']",4,1,[1629]
11-24-488-03914-521952,"['11-24-488-03914-521968', '11-24-488-03914-521956', '11-24-488-03914-521953', '11-24-488-03914-521951']",4,1,[1629]
11-24-488-03914-521953,"['11-24-488-03914-521968', '11-24-488-03914-521956', '11-24-488-03914-521951', '11-24-488-03914-521952']",4,1,[1629]
11-24-488-03914-521956,"['11-24-488-03914-521968', '11-24-488-03914-521953', '11-24-488-03914-521951', '11-24-488-03914-521952']",4,1,[1629]
11-24-488-03914-521959,['11-24-488-03914-802605'],1,1,[353]
11-24-488-03914-521960,[],0,1,[1583]
11-24-488-03914-521976,"['11-24-488-03914-521989', '11-24-488-03914-521979', '11-24-488-03914-521988', '11-24-488-03914-521968', '11-24-488-03914-521966']",5,1,[1858]
11-24-488-03914-521979,"['11-24-488-03914-521989', '11-24-488-03914-521976', '11-24-488-03914-521988', '11-24-488-03914-521968', '11-24-488-03914-521966']",5,1,[1858]
11-24-488-03914-521989,"['11-24-488-03914-521976', '11-24-488-03914-521979', '11-24-488-03914-521988', '11-24-488-03914-521968', '11-24-488-03914-521966']",5,2,"[1858, 1865]"
11-24-488-03915-522014,['11-24-488-03915-522019'],1,1,[1534]
11-24-488-03915-522018,"['11-24-488-03915-522037', '11-24-488-03915-522041', '11-24-488-03915-522054', '11-24-488-03915-522062', '11-24-488-03915-522064', '11-24-488-03915-522036', '11-24-488-03915-522040', '11-24-488-03915-522038', '11-24-488-03915-522055']",9,1,[755]
11-24-488-03915-522019,['11-24-488-03915-522014'],1,1,[1534]
11-24-488-03915-522040,"['11-24-488-03915-522037', '11-24-488-03915-522041', '11-24-488-03915-522054', '11-24-488-03915-522062', '11-24-488-03915-522064', '11-24-488-03915-522018', '11-24-488-03915-522036', '11-24-488-03915-522038', '11-24-488-03915-522055']",9,1,[755]
11-24-488-03915-522042,['11-24-488-03915-522053'],1,1,[408]
11-24-488-03915-522048,"['11-24-488-03915-522009', '11-24-488-03915-522030', '11-24-488-03915-522029']",3,1,[1866]
11-24-488-03915-522054,"['11-24-488-03915-522037', '11-24-488-03915-522041', '11-24-488-03915-522062', '11-24-488-03915-522064', '11-24-488-03915-522018', '11-24-488-03915-522036', '11-24-488-03915-522040', '11-24-488-03915-522038', '11-24-488-03915-522055']",9,1,[755]
11-24-488-03915-522055,"['11-24-488-03915-522037', '11-24-488-03915-522041', '11-24-488-03915-522054', '11-24-488-03915-522062', '11-24-488-03915-522064', '11-24-488-03915-522018', '11-24-488-03915-522036', '11-24-488-03915-522040', '11-24-488-03915-522038']",9,1,[755]
11-24-488-03917-522325,['11-24-488-03917-522327'],1,1,[1106]
11-24-488-03917-522327,['11-24-488-03917-522325'],1,1,[1106]
11-24-488-03918-522336,"['11-24-488-03918-522337', '11-24-488-03918-522338']",2,1,[960]
11-24-488-03918-522376,"['11-24-488-03919-522421', '11-24-488-03918-522377', '11-24-488-03918-522384', '11-24-488-03918-522362', '11-24-488-03919-522408', '11-24-488-03919-522420', '11-24-488-03918-522383', '11-24-492-03933-802627']",8,2,"[674, 961]"
11-24-488-03918-522377,"['11-24-488-03918-522384', '11-24-488-03919-522421', '11-24-488-03918-522376', '11-24-492-03933-802627']",4,1,[674]
11-24-488-03918-522378,['11-24-488-03918-802610'],1,1,[963]
11-24-488-03918-522383,"['11-24-488-03919-522408', '11-24-488-03918-522362', '11-24-488-03918-522376', '11-24-488-03919-522420']",4,1,[961]
11-24-488-03918-522384,"['11-24-488-03918-522377', '11-24-488-03919-522421', '11-24-488-03918-522376', '11-24-492-03933-802627']",4,1,[674]
11-24-488-03919-522418,"['11-24-488-03919-522402', '11-24-488-03919-522413', '11-24-488-03919-522419']",3,1,[962]
11-24-488-03920-522456,[],0,1,[965]
11-24-488-03920-522462,[],0,1,[262]
11-24-488-03920-522473,['11-24-488-03920-522480'],1,1,[260]
11-24-488-03920-522531,[],0,1,[823]
11-24-490-03922-522906,"['11-24-490-03922-522891', '11-24-490-03922-522905', '11-24-490-03922-522907']",3,1,[2024]
11-24-490-03924-522994,[],0,2,"[1527, 1528]"
11-24-490-03924-523003,['11-24-490-03924-523008'],1,1,[2022]
11-24-490-03924-523004,[],0,1,[2020]
11-24-490-03924-523030,['11-24-490-03924-523025'],1,3,"[175, 300, 1089]"
11-24-490-03925-523077,[],0,1,[1732]
11-24-490-03925-523096,"['11-24-490-03925-523090', '11-24-490-03925-523105']",2,2,"[324, 1421]"
11-24-490-03925-523098,['11-24-490-03925-523101'],1,1,[517]
11-24-490-03925-523101,"['11-24-490-03925-523098', '11-24-490-03925-523113']",2,4,"[514, 517, 847, 2017]"
11-24-490-03925-523102,"['11-24-490-03925-523111', '11-24-490-03925-523110']",2,1,[1997]
11-24-490-03925-523109,"['11-24-490-03925-523119', '11-24-490-03925-523120']",2,2,"[855, 1645]"
11-24-490-03925-523111,"['11-24-490-03925-523115', '11-24-490-03925-523102', '11-24-490-03925-523110']",3,2,"[551, 1997]"
11-24-490-03925-523113,['11-24-490-03925-523101'],1,1,[514]
11-24-490-03925-523117,"['11-24-490-03925-523125', '11-24-490-03925-523127', '11-24-490-03925-523118']",3,1,[1505]
11-24-490-03925-523118,"['11-24-490-03925-523125', '11-24-490-03925-523127', '11-24-490-03925-523117']",3,1,[1505]
11-24-490-03925-523125,"['11-24-490-03925-523127', '11-24-490-03925-523123', '11-24-491-03928-523324', '11-24-490-03925-523117', '11-24-490-03925-523118', '11-24-490-03925-523126']",6,3,"[856, 1505, 2019]"
11-24-490-03925-523126,"['11-24-490-03925-523125', '11-24-490-03925-523127', '11-24-491-03928-523324']",3,1,[2019]
11-24-490-03926-523135,"['11-24-490-03926-523134', '11-24-490-03926-523141', '11-24-490-03926-523138', '11-24-490-03926-523170', '11-24-490-03926-523139', '11-24-490-03926-523169', '11-24-490-03926-523157']",7,1,[2030]
11-24-490-03926-523139,"['11-24-490-03926-523135', '11-24-490-03926-523134', '11-24-490-03926-523141', '11-24-490-03926-523138', '11-24-490-03926-523170', '11-24-490-03926-523169', '11-24-490-03926-523157']",7,2,"[782, 2030]"
11-24-490-03926-523148,"['11-24-490-03926-523150', '11-24-490-03926-523176']",2,1,[1095]
11-24-490-03926-523150,"['11-24-490-03926-523148', '11-24-490-03926-523176', '11-24-490-03926-523151']",3,2,"[1095, 1584]"
11-24-490-03926-523154,['11-24-490-03926-523155'],1,1,[827]
11-24-490-03926-523155,['11-24-490-03926-523154'],1,1,[827]
11-24-490-03926-523157,"['11-24-490-03926-523156', '11-24-490-03926-523135', '11-24-490-03926-523134', '11-24-490-03926-523141', '11-24-490-03926-523138', '11-24-490-03926-523170', '11-24-490-03926-523139', '11-24-490-03926-523169', '11-24-490-03926-523171']",9,4,"[659, 826, 1094, 2030]"
11-24-490-03926-523159,"['11-24-490-03926-523161', '11-24-490-03926-523160', '11-24-490-03926-523168', '11-24-490-03926-523170', '11-24-490-03926-523162']",5,1,[1641]
11-24-490-03926-523160,"['11-24-490-03926-523161', '11-24-490-03926-523168', '11-24-490-03926-523166', '11-24-490-03926-523165', '11-24-490-03926-523170', '11-24-490-03926-523159', '11-24-490-03926-523162']",7,2,"[1624, 1641]"
11-24-490-03926-523162,"['11-24-489-03921-522561', '11-24-490-03926-523161', '11-24-490-03926-523160', '11-24-489-03921-522641', '11-24-489-03921-522681', '11-24-489-03921-522598', '11-24-489-03921-522640', '11-24-493-03945-524860', '11-24-489-03921-522600', '11-24-489-03921-522597', '11-24-489-03921-522842', '11-24-490-03926-523168', '11-24-490-03926-523170', '11-24-489-03921-522599', '11-24-493-03945-524839', '11-24-490-03926-523159', '11-24-493-03945-524850', '11-24-493-03945-524840']",18,2,"[1641, 1939]"
11-24-490-03926-523165,"['11-24-490-03926-523166', '11-24-490-03926-523160']",2,1,[1624]
11-24-490-03926-523166,"['11-24-490-03926-523164', '11-24-490-03926-523186', '11-24-490-03926-523165', '11-24-490-03926-523160']",4,3,"[838, 839, 1624]"
11-24-490-03926-523170,"['11-24-490-03926-523135', '11-24-490-03926-523161', '11-24-490-03926-523160', '11-24-490-03926-523157', '11-24-490-03926-523134', '11-24-490-03926-523141', '11-24-490-03926-523138', '11-24-490-03926-523168', '11-24-490-03926-523139', '11-24-490-03926-523169', '11-24-490-03926-523159', '11-24-490-03926-523162']",12,3,"[826, 1641, 2030]"
11-24-490-03926-523171,"['11-24-490-03926-523156', '11-24-490-03926-523157', '11-24-490-03926-523173']",3,6,"[50, 503, 509, 528, 659, 1094]"
11-24-490-03926-523172,[],0,1,[771]
11-24-490-03926-523173,['11-24-490-03926-523171'],1,1,[503]
11-24-490-03926-523177,[],0,2,"[1696, 2327]"
11-24-490-03926-523194,"['11-24-490-03926-523203', '11-24-490-03926-523204', '11-24-490-03926-523193']",3,5,"[58, 502, 761, 762, 1697]"
11-24-490-03926-523197,"['11-24-490-03926-523201', '11-24-490-03926-523196']",2,2,"[549, 784]"
11-24-490-03926-523203,"['11-24-490-03926-523226', '11-24-490-03926-523196', '11-24-490-03926-523184', '11-24-490-03926-523194']",4,3,"[278, 1697, 2027]"
11-24-490-03926-523204,"['11-24-490-03926-523194', '11-24-490-03926-523193']",2,1,[58]
11-24-490-03926-523210,['11-24-490-03926-523202'],1,1,[2028]
11-24-491-03928-523324,"['11-24-490-03925-523125', '11-24-490-03925-523127', '11-24-490-03925-523126']",3,1,[2019]
11-24-491-03928-523327,"['11-24-491-03928-523328', '11-24-490-03925-523130']",2,3,"[602, 1134, 1353]"
11-24-491-03928-523330,[],0,3,"[1135, 1136, 1224]"
11-24-491-03928-523332,[],0,1,[1210]
11-24-491-03928-523333,[],0,1,[297]
11-24-491-03928-523336,"['11-24-491-03928-523337', '11-24-491-03928-523338']",2,2,"[1344, 2140]"
11-24-491-03928-523337,"['11-24-491-03928-523336', '11-24-491-03928-523338']",2,4,"[333, 440, 1344, 2140]"
11-24-491-03928-523338,"['11-24-491-03928-523336', '11-24-491-03928-523337']",2,3,"[243, 327, 2140]"
11-24-491-03928-523342,"['11-24-491-03928-523343', '11-24-491-03928-523341']",2,1,[1209]
11-24-491-03928-523345,['11-24-491-03928-523344'],1,1,[806]
11-24-491-03928-523346,['11-24-491-03928-523331'],1,1,[1345]
11-24-491-03928-523351,['11-24-491-03927-523305'],1,1,[1272]
11-24-491-03928-523353,[],0,1,[649]
11-24-491-03928-523364,"['11-24-491-03928-523369', '11-24-491-03928-523399', '11-24-491-03928-523372', '11-24-491-03928-523370']",4,2,"[756, 2142]"
11-24-491-03928-523366,"['11-24-491-03928-523365', '11-24-491-03928-523369']",2,3,"[1208, 1447, 2137]"
11-24-491-03928-523370,"['11-24-491-03928-523399', '11-24-491-03928-523369', '11-24-491-03928-523364', '11-24-491-03928-523372']",4,5,"[3, 227, 228, 1444, 2142]"
11-24-491-03928-523372,"['11-24-491-03928-523399', '11-24-491-03928-523369', '11-24-491-03928-523364', '11-24-491-03928-523370']",4,1,[2142]
11-24-491-03928-523380,['11-24-491-03928-523388'],1,2,"[505, 1543]"
11-24-491-03928-523388,"['11-24-491-03928-523387', '11-24-491-03928-523380', '11-24-491-03928-523381']",3,4,"[128, 311, 1212, 1543]"
11-24-491-03928-523389,[],0,1,[200]
11-24-491-03928-523392,"['11-24-491-03928-523391', '11-24-491-03928-523390']",2,1,[2141]
11-24-491-03928-523404,"['11-24-491-03928-523423', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523421', '11-24-491-03928-523396', '11-24-491-03928-523419']",6,3,"[1369, 1597, 2143]"
11-24-491-03928-523409,"['11-24-491-03928-523411', '11-24-491-03928-523412']",2,1,[2146]
11-24-491-03928-523411,"['11-24-491-03928-523409', '11-24-491-03928-523412']",2,1,[2146]
11-24-491-03928-523421,"['11-24-491-03928-523423', '11-24-491-03928-523404', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523419']",5,1,[1597]
11-24-491-03928-523422,"['11-24-491-03928-523423', '11-24-491-03928-523404', '11-24-491-03928-523418', '11-24-491-03928-523421', '11-24-491-03928-523419']",5,1,[1597]
11-24-491-03928-523423,"['11-24-491-03928-523404', '11-24-491-03928-523422', '11-24-491-03928-523418', '11-24-491-03928-523421', '11-24-491-03928-523419']",5,1,[1597]
11-24-491-03929-523473,['11-24-491-03929-523482'],1,1,[1213]
11-24-491-03930-523515,"['11-24-491-03930-523523', '11-24-491-03930-523514', '11-24-491-03930-523524', '11-24-491-03930-523525', '11-24-491-03930-523522']",5,1,[2346]
11-24-491-03930-523521,"['11-24-491-03930-523542', '11-24-491-03930-523545', '11-24-491-03930-523522', '11-24-491-03930-523565']",4,4,"[1448, 1449, 1768, 2153]"
11-24-491-03930-523523,"['11-24-491-03930-523514', '11-24-491-03930-523515', '11-24-491-03930-523524', '11-24-491-03930-523525', '11-24-491-03930-523522']",5,1,[2346]
11-24-491-03930-523525,"['11-24-491-03930-523523', '11-24-491-03930-523514', '11-24-491-03930-523515', '11-24-491-03930-523524', '11-24-491-03930-523522']",5,2,"[246, 2346]"
11-24-491-03930-523532,"['11-24-491-03930-523531', '11-24-491-03930-523553', '11-24-491-03930-523554']",3,2,"[144, 2150]"
11-24-491-03930-523537,"['11-24-491-03930-523535', '11-24-491-03930-523536', '11-24-491-03930-523550', '11-24-491-03930-523528', '11-24-491-03930-523538', '11-24-491-03928-523426']",6,2,"[1222, 2155]"
11-24-491-03930-523538,"['11-24-491-03930-523550', '11-24-491-03930-523537', '11-24-491-03930-523528']",3,1,[2155]
11-24-491-03930-523539,['11-24-491-03930-523546'],1,2,"[471, 1220]"
11-24-491-03930-523540,[],0,3,"[221, 490, 491]"
11-24-491-03930-523543,['11-24-491-03930-523544'],1,4,"[222, 1348, 1349, 2160]"
11-24-491-03930-523546,"['11-24-491-03930-523539', '11-24-491-03930-523561', '11-24-491-03930-523562']",3,4,"[196, 436, 489, 1220]"
11-24-491-03930-523547,['11-24-491-03930-523558'],1,1,[2156]
11-24-491-03930-523548,"['11-24-491-03930-523557', '11-24-491-03930-523570', '11-24-491-03930-523571']",3,1,[1532]
11-24-491-03930-523550,"['11-24-491-03930-523538', '11-24-491-03930-523537', '11-24-491-03930-523528']",3,1,[2155]
11-24-491-03930-523553,"['11-24-491-03930-523532', '11-24-491-03930-523535', '11-24-491-03930-523534', '11-24-491-03930-523531', '11-24-491-03930-523554', '11-24-491-03930-523552']",6,2,"[2150, 2158]"
11-24-491-03930-523554,"['11-24-491-03930-523531', '11-24-491-03930-523532', '11-24-491-03930-523553']",3,1,[2150]
11-24-491-03930-523557,"['11-24-491-03930-523548', '11-24-491-03930-523570', '11-24-491-03930-523579', '11-24-491-03930-523571']",4,3,"[1532, 1533, 1536]"
11-24-491-03930-523560,[],0,1,[2321]
11-24-491-03930-523565,"['11-24-491-03930-523521', '11-24-491-03930-523545', '11-24-491-03930-523522', '11-24-491-03930-523542']",4,2,"[618, 2153]"
11-24-491-03930-523569,"['11-24-491-03930-523581', '11-24-491-03930-523562']",2,1,[2152]
11-24-491-03930-523570,"['11-24-491-03930-523548', '11-24-491-03930-523557', '11-24-491-03930-523571']",3,1,[1532]
11-24-491-03930-523571,"['11-24-491-03930-523548', '11-24-491-03930-523557', '11-24-491-03930-523580', '11-24-491-03930-523570', '11-24-491-03930-523591']",5,4,"[468, 473, 1221, 1532]"
11-24-491-03930-523577,['11-24-491-03930-523578'],1,1,[158]
11-24-491-03930-523579,['11-24-491-03930-523557'],1,2,"[474, 1533]"
11-24-491-03930-523580,"['11-24-491-03930-523571', '11-24-491-03930-523591']",2,1,[1221]
11-24-491-03930-523581,"['11-24-491-03930-523569', '11-24-491-03930-523562']",2,3,"[328, 378, 2152]"
11-24-491-03930-523585,"['11-24-491-03930-523611', '11-24-491-03930-523586', '11-24-491-03930-523605', '11-24-491-03930-523604']",4,4,"[2144, 2151, 2159, 2162]"
11-24-491-03930-523587,['11-24-491-03930-523604'],1,1,[1242]
11-24-491-03930-523589,"['11-24-491-03930-523602', '11-24-491-03930-523590']",2,1,[89]
11-24-491-03930-523590,"['11-24-491-03930-523613', '11-24-491-03930-523602', '11-24-491-03930-523623', '11-24-491-03930-523589']",4,2,"[89, 2154]"
11-24-491-03930-523598,[],0,1,[1324]
11-24-491-03930-523599,[],0,1,[593]
11-24-491-03930-523601,"['11-24-491-03930-523617', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523614', '11-24-491-03930-523622']",5,1,[256]
11-24-491-03930-523602,"['11-24-491-03930-523623', '11-24-491-03930-523615', '11-24-491-03930-523590', '11-24-491-03930-523614', '11-24-491-03930-523613', '11-24-491-03930-523589']",6,3,"[89, 1556, 2154]"
11-24-491-03930-523604,"['11-24-491-03930-523611', '11-24-491-03930-523586', '11-24-491-03930-523585', '11-24-491-03930-523587']",4,2,"[1242, 2144]"
11-24-491-03930-523605,"['11-24-491-03930-523586', '11-24-491-03930-523606', '11-24-491-03930-523585']",3,3,"[2159, 2161, 2162]"
11-24-491-03930-523607,[],0,2,"[2093, 2149]"
11-24-491-03930-523611,"['11-24-491-03930-523586', '11-24-491-03930-523585', '11-24-491-03930-523604']",3,1,[2144]
11-24-491-03930-523614,"['11-24-491-03930-523617', '11-24-491-03930-523602', '11-24-491-03930-523601', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523622']",6,2,"[256, 1556]"
11-24-491-03930-523616,"['11-24-491-03930-523617', '11-24-491-03930-523601', '11-24-491-03930-523615', '11-24-491-03930-523614', '11-24-491-03930-523622']",5,2,"[186, 256]"
11-24-491-03930-523617,"['11-24-491-03930-523601', '11-24-491-03930-523616', '11-24-491-03930-523615', '11-24-491-03930-523614', '11-24-491-03930-523622']",5,1,[256]
11-24-491-03930-523635,['11-24-491-03930-523634'],1,3,"[338, 521, 2366]"
11-24-491-03931-523664,['11-24-491-03931-523665'],1,1,[614]
11-24-492-03932-523686,"['11-24-492-03932-523688', '11-24-492-03932-523687', '11-24-492-03932-523685']",3,2,"[130, 1192]"
11-24-492-03932-523689,"['11-24-492-03932-523688', '11-24-492-03932-523709']",2,1,[1291]
11-24-492-03932-523738,['11-24-492-03932-523766'],1,1,[1314]
11-24-492-03932-523783,[],0,1,[103]
11-24-492-03934-523884,"['11-24-492-03934-523883', '11-24-492-03934-523894', '11-24-492-03934-523893', '11-24-492-03934-523885', '11-24-492-03934-523887']",5,2,"[2108, 2306]"
11-24-492-03936-524113,"['11-24-492-03936-524112', '11-24-492-03936-524111']",2,1,[365]
11-24-492-03936-524118,"['11-24-492-03936-524129', '11-24-492-03936-524130', '11-24-492-03936-524114']",3,2,"[415, 1430]"
11-24-492-03940-524297,"['11-24-493-03946-524867', '11-24-492-03940-524295', '11-24-492-03940-524296', '11-24-492-03940-524294', '11-24-492-03940-524298']",5,5,"[38, 294, 391, 1475, 2100]"
11-24-492-03940-524328,"['11-24-492-03940-524325', '11-24-492-03940-524317']",2,1,[2039]
11-24-493-03942-524418,['11-24-493-03942-524419'],1,1,[1393]
11-24-493-03942-524431,['11-24-493-03942-524432'],1,2,"[1401, 1402]"
11-24-493-03942-524432,['11-24-493-03942-524431'],1,3,"[266, 1401, 1402]"
11-24-493-03942-524434,[],0,4,"[267, 485, 671, 1177]"
11-24-493-03942-524484,[],0,1,[2116]
11-24-493-03944-524560,"['11-24-493-03944-524577', '11-24-493-03944-524562']",2,3,"[1565, 1566, 2112]"
11-24-493-03944-524574,"['11-24-493-03944-524579', '11-24-493-03944-524580', '11-24-493-03944-524577', '11-24-493-03944-524591', '11-24-493-03944-524589', '11-24-493-03944-524575', '11-24-493-03944-524590']",7,1,[470]
11-24-493-03944-524579,"['11-24-493-03944-524580', '11-24-493-03944-524574', '11-24-493-03944-524577', '11-24-493-03944-524591', '11-24-493-03944-524589', '11-24-493-03944-524575', '11-24-493-03944-524578', '11-24-493-03944-524590', '11-24-493-03944-524593']",9,3,"[470, 2122, 2123]"
